Navn,Stasjon,Tid(norsk normaltid),Lufttemperatur
Kjevik,SN39040,29.03.2022 07:50,37.4
Kjevik,SN39040,29.03.2022 08:20,39.2
Kjevik,SN39040,29.03.2022 08:50,39.2
Kjevik,SN39040,29.03.2022 09:20,41.0
Kjevik,SN39040,29.03.2022 09:50,42.8
Kjevik,SN39040,29.03.2022 10:20,44.6
Kjevik,SN39040,29.03.2022 10:50,46.4
Kjevik,SN39040,29.03.2022 11:20,46.4
Kjevik,SN39040,29.03.2022 11:50,46.4
Kjevik,SN39040,29.03.2022 12:20,44.6
Kjevik,SN39040,29.03.2022 12:50,44.6
Kjevik,SN39040,29.03.2022 13:20,44.6
Kjevik,SN39040,29.03.2022 13:50,44.6
Kjevik,SN39040,29.03.2022 14:20,42.8
Kjevik,SN39040,29.03.2022 14:50,41.0
Kjevik,SN39040,29.03.2022 15:20,42.8
Kjevik,SN39040,29.03.2022 15:50,46.4
Kjevik,SN39040,29.03.2022 16:20,44.6
Kjevik,SN39040,29.03.2022 16:50,39.2
Kjevik,SN39040,29.03.2022 17:20,39.2
Kjevik,SN39040,29.03.2022 17:50,39.2
Kjevik,SN39040,29.03.2022 18:20,37.4
Kjevik,SN39040,29.03.2022 18:50,37.4
Kjevik,SN39040,29.03.2022 19:20,35.6
Kjevik,SN39040,29.03.2022 19:50,33.8
Kjevik,SN39040,29.03.2022 20:20,32.0
Kjevik,SN39040,29.03.2022 20:50,30.2
Kjevik,SN39040,29.03.2022 21:20,30.2
Kjevik,SN39040,29.03.2022 21:50,30.2
Kjevik,SN39040,29.03.2022 22:20,28.4
Kjevik,SN39040,29.03.2022 22:50,30.2
Kjevik,SN39040,29.03.2022 23:20,28.4
Kjevik,SN39040,29.03.2022 23:50,28.4
Kjevik,SN39040,30.03.2022 00:20,28.4
Kjevik,SN39040,30.03.2022 00:50,28.4
Kjevik,SN39040,30.03.2022 01:20,28.4
Kjevik,SN39040,30.03.2022 01:50,28.4
Kjevik,SN39040,30.03.2022 02:20,26.6
Kjevik,SN39040,30.03.2022 02:50,28.4
Kjevik,SN39040,30.03.2022 03:20,28.4
Kjevik,SN39040,30.03.2022 03:50,28.4
Kjevik,SN39040,30.03.2022 04:20,28.4
Kjevik,SN39040,30.03.2022 04:50,28.4
Kjevik,SN39040,30.03.2022 05:20,30.2
Kjevik,SN39040,30.03.2022 05:50,30.2
Kjevik,SN39040,30.03.2022 06:20,30.2
Kjevik,SN39040,30.03.2022 06:50,30.2
Kjevik,SN39040,30.03.2022 07:20,30.2
Kjevik,SN39040,30.03.2022 07:50,30.2
Kjevik,SN39040,30.03.2022 08:20,32.0
Kjevik,SN39040,30.03.2022 08:50,30.2
Kjevik,SN39040,30.03.2022 09:20,30.2
Kjevik,SN39040,30.03.2022 09:50,35.6
Kjevik,SN39040,30.03.2022 10:20,33.8
Kjevik,SN39040,30.03.2022 10:50,37.4
Kjevik,SN39040,30.03.2022 11:20,37.4
Kjevik,SN39040,30.03.2022 11:50,39.2
Kjevik,SN39040,30.03.2022 12:20,41.0
Kjevik,SN39040,30.03.2022 12:50,39.2
Kjevik,SN39040,30.03.2022 13:20,39.2
Kjevik,SN39040,30.03.2022 13:50,39.2
Kjevik,SN39040,30.03.2022 14:20,39.2
Kjevik,SN39040,30.03.2022 14:50,39.2
Kjevik,SN39040,30.03.2022 15:20,37.4
Kjevik,SN39040,30.03.2022 15:50,37.4
Kjevik,SN39040,30.03.2022 16:20,39.2
Kjevik,SN39040,30.03.2022 16:50,39.2
Kjevik,SN39040,30.03.2022 17:20,37.4
Kjevik,SN39040,30.03.2022 17:50,37.4
Kjevik,SN39040,30.03.2022 18:20,35.6
Kjevik,SN39040,30.03.2022 18:50,33.8
Kjevik,SN39040,30.03.2022 19:20,33.8
Kjevik,SN39040,30.03.2022 19:50,33.8
Kjevik,SN39040,30.03.2022 20:20,32.0
Kjevik,SN39040,30.03.2022 20:50,30.2
Kjevik,SN39040,30.03.2022 21:20,26.6
Kjevik,SN39040,30.03.2022 21:50,28.4
Kjevik,SN39040,30.03.2022 22:20,26.6
Kjevik,SN39040,30.03.2022 22:50,24.8
Kjevik,SN39040,30.03.2022 23:20,26.6
Kjevik,SN39040,30.03.2022 23:50,24.8
Kjevik,SN39040,31.03.2022 00:20,24.8
Kjevik,SN39040,31.03.2022 00:50,23.0
Kjevik,SN39040,31.03.2022 01:20,24.8
Kjevik,SN39040,31.03.2022 01:50,23.0
Kjevik,SN39040,31.03.2022 02:20,23.0
Kjevik,SN39040,31.03.2022 02:50,23.0
Kjevik,SN39040,31.03.2022 03:20,21.2
Kjevik,SN39040,31.03.2022 03:50,23.0
Kjevik,SN39040,31.03.2022 04:20,24.8
Kjevik,SN39040,31.03.2022 04:50,23.0
Kjevik,SN39040,31.03.2022 05:20,23.0
Kjevik,SN39040,31.03.2022 05:50,24.8
Kjevik,SN39040,31.03.2022 06:20,24.8
Kjevik,SN39040,31.03.2022 06:50,24.8
Kjevik,SN39040,31.03.2022 07:20,26.6
Kjevik,SN39040,31.03.2022 07:50,30.2
Kjevik,SN39040,31.03.2022 08:20,33.8
Kjevik,SN39040,31.03.2022 08:50,35.6
Kjevik,SN39040,31.03.2022 09:20,37.4
Kjevik,SN39040,31.03.2022 09:50,39.2
Kjevik,SN39040,31.03.2022 10:20,41.0
Kjevik,SN39040,31.03.2022 10:50,41.0
Kjevik,SN39040,31.03.2022 11:20,41.0
Kjevik,SN39040,31.03.2022 11:50,42.8
Kjevik,SN39040,31.03.2022 12:20,41.0
Kjevik,SN39040,31.03.2022 12:50,42.8
Kjevik,SN39040,31.03.2022 13:20,42.8
Kjevik,SN39040,31.03.2022 13:50,44.6
Kjevik,SN39040,31.03.2022 14:20,42.8
Kjevik,SN39040,31.03.2022 14:50,42.8
Kjevik,SN39040,31.03.2022 15:20,41.0
Kjevik,SN39040,31.03.2022 15:50,39.2
Kjevik,SN39040,31.03.2022 16:20,39.2
Kjevik,SN39040,31.03.2022 16:50,39.2
Kjevik,SN39040,31.03.2022 17:20,39.2
Kjevik,SN39040,31.03.2022 17:50,39.2
Kjevik,SN39040,31.03.2022 18:20,37.4
Kjevik,SN39040,31.03.2022 18:50,37.4
Kjevik,SN39040,31.03.2022 19:20,35.6
Kjevik,SN39040,31.03.2022 19:50,33.8
Kjevik,SN39040,31.03.2022 20:20,30.2
Kjevik,SN39040,31.03.2022 20:50,30.2
Kjevik,SN39040,31.03.2022 21:20,28.4
Kjevik,SN39040,31.03.2022 21:50,28.4
Kjevik,SN39040,31.03.2022 22:20,30.2
Kjevik,SN39040,31.03.2022 22:50,32.0
Kjevik,SN39040,31.03.2022 23:20,32.0
Kjevik,SN39040,31.03.2022 23:50,30.2
Kjevik,SN39040,01.04.2022 00:20,30.2
Kjevik,SN39040,01.04.2022 00:50,30.2
Kjevik,SN39040,01.04.2022 01:20,28.4
Kjevik,SN39040,01.04.2022 01:50,28.4
Kjevik,SN39040,01.04.2022 02:20,26.6
Kjevik,SN39040,01.04.2022 02:50,26.6
Kjevik,SN39040,01.04.2022 03:20,26.6
Kjevik,SN39040,01.04.2022 03:50,24.8
Kjevik,SN39040,01.04.2022 04:20,24.8
Kjevik,SN39040,01.04.2022 04:50,24.8
Kjevik,SN39040,01.04.2022 05:20,24.8
Kjevik,SN39040,01.04.2022 05:50,26.6
Kjevik,SN39040,01.04.2022 06:20,24.8
Kjevik,SN39040,01.04.2022 06:50,26.6
Kjevik,SN39040,01.04.2022 07:20,28.4
Kjevik,SN39040,01.04.2022 07:50,32.0
Kjevik,SN39040,01.04.2022 08:20,33.8
Kjevik,SN39040,01.04.2022 08:50,35.6
Kjevik,SN39040,01.04.2022 09:20,37.4
Kjevik,SN39040,01.04.2022 09:50,37.4
Kjevik,SN39040,01.04.2022 10:20,41.0
Kjevik,SN39040,01.04.2022 10:50,39.2
Kjevik,SN39040,01.04.2022 11:20,41.0
Kjevik,SN39040,01.04.2022 11:50,42.8
Kjevik,SN39040,01.04.2022 12:20,41.0
Kjevik,SN39040,01.04.2022 12:50,41.0
Kjevik,SN39040,01.04.2022 13:20,39.2
Kjevik,SN39040,01.04.2022 13:50,41.0
Kjevik,SN39040,01.04.2022 14:20,39.2
Kjevik,SN39040,01.04.2022 14:50,39.2
Kjevik,SN39040,01.04.2022 15:20,39.2
Kjevik,SN39040,01.04.2022 15:50,39.2
Kjevik,SN39040,01.04.2022 16:20,37.4
Kjevik,SN39040,01.04.2022 16:50,37.4
Kjevik,SN39040,01.04.2022 17:20,37.4
Kjevik,SN39040,01.04.2022 17:50,37.4
Kjevik,SN39040,01.04.2022 18:20,35.6
Kjevik,SN39040,01.04.2022 18:50,35.6
Kjevik,SN39040,01.04.2022 19:20,33.8
Kjevik,SN39040,01.04.2022 19:50,32.0
Kjevik,SN39040,01.04.2022 20:20,28.4
Kjevik,SN39040,01.04.2022 20:50,26.6
Kjevik,SN39040,01.04.2022 21:20,28.4
Kjevik,SN39040,01.04.2022 21:50,26.6
Kjevik,SN39040,01.04.2022 22:20,28.4
Kjevik,SN39040,01.04.2022 22:50,28.4
Kjevik,SN39040,01.04.2022 23:20,28.4
Kjevik,SN39040,01.04.2022 23:50,26.6
Kjevik,SN39040,02.04.2022 00:20,26.6
Kjevik,SN39040,02.04.2022 00:50,24.8
Kjevik,SN39040,02.04.2022 01:20,24.8
Kjevik,SN39040,02.04.2022 01:50,24.8
Kjevik,SN39040,02.04.2022 02:20,24.8
Kjevik,SN39040,02.04.2022 02:50,24.8
Kjevik,SN39040,02.04.2022 03:20,23.0
Kjevik,SN39040,02.04.2022 03:50,23.0
Kjevik,SN39040,02.04.2022 04:20,23.0
Kjevik,SN39040,02.04.2022 04:50,23.0
Kjevik,SN39040,02.04.2022 05:20,23.0
Kjevik,SN39040,02.04.2022 05:50,21.2
Kjevik,SN39040,02.04.2022 06:20,21.2
Kjevik,SN39040,02.04.2022 06:50,23.0
Kjevik,SN39040,02.04.2022 07:20,26.6
Kjevik,SN39040,02.04.2022 07:50,28.4
Kjevik,SN39040,02.04.2022 08:20,30.2
Kjevik,SN39040,02.04.2022 08:50,35.6
Kjevik,SN39040,02.04.2022 09:20,37.4
Kjevik,SN39040,02.04.2022 09:50,39.2
Kjevik,SN39040,02.04.2022 10:20,41.0
Kjevik,SN39040,02.04.2022 10:50,41.0
Kjevik,SN39040,02.04.2022 11:20,41.0
Kjevik,SN39040,02.04.2022 11:50,42.8
Kjevik,SN39040,02.04.2022 12:20,41.0
Kjevik,SN39040,02.04.2022 12:50,42.8
Kjevik,SN39040,02.04.2022 13:20,41.0
Kjevik,SN39040,02.04.2022 13:50,42.8
Kjevik,SN39040,02.04.2022 14:20,42.8
Kjevik,SN39040,02.04.2022 14:50,42.8
Kjevik,SN39040,02.04.2022 15:20,42.8
Kjevik,SN39040,02.04.2022 15:50,42.8
Kjevik,SN39040,02.04.2022 16:20,42.8
Kjevik,SN39040,02.04.2022 16:50,46.4
Kjevik,SN39040,02.04.2022 17:20,44.6
Kjevik,SN39040,02.04.2022 17:50,44.6
Kjevik,SN39040,02.04.2022 18:20,42.8
Kjevik,SN39040,02.04.2022 18:50,42.8
Kjevik,SN39040,02.04.2022 19:20,41.0
Kjevik,SN39040,02.04.2022 19:50,41.0
Kjevik,SN39040,02.04.2022 20:20,41.0
Kjevik,SN39040,02.04.2022 20:50,39.2
Kjevik,SN39040,02.04.2022 21:20,39.2
Kjevik,SN39040,02.04.2022 21:50,39.2
Kjevik,SN39040,02.04.2022 22:20,37.4
Kjevik,SN39040,02.04.2022 22:50,37.4
Kjevik,SN39040,02.04.2022 23:20,37.4
Kjevik,SN39040,02.04.2022 23:50,37.4
Kjevik,SN39040,03.04.2022 00:20,37.4
Kjevik,SN39040,03.04.2022 00:50,35.6
Kjevik,SN39040,03.04.2022 01:20,35.6
Kjevik,SN39040,03.04.2022 01:50,35.6
Kjevik,SN39040,03.04.2022 02:20,35.6
Kjevik,SN39040,03.04.2022 02:50,35.6
Kjevik,SN39040,03.04.2022 03:20,33.8
Kjevik,SN39040,03.04.2022 03:50,30.2
Kjevik,SN39040,03.04.2022 04:20,26.6
Kjevik,SN39040,03.04.2022 04:50,24.8
Kjevik,SN39040,03.04.2022 05:20,26.6
Kjevik,SN39040,03.04.2022 05:50,26.6
Kjevik,SN39040,03.04.2022 06:20,32.0
Kjevik,SN39040,03.04.2022 06:50,32.0
Kjevik,SN39040,03.04.2022 07:20,35.6
Kjevik,SN39040,03.04.2022 07:50,39.2
Kjevik,SN39040,03.04.2022 08:20,41.0
Kjevik,SN39040,03.04.2022 08:50,42.8
Kjevik,SN39040,03.04.2022 09:20,42.8
Kjevik,SN39040,03.04.2022 09:50,44.6
Kjevik,SN39040,03.04.2022 10:20,42.8
Kjevik,SN39040,03.04.2022 10:50,42.8
Kjevik,SN39040,03.04.2022 11:20,44.6
Kjevik,SN39040,03.04.2022 11:50,44.6
Kjevik,SN39040,03.04.2022 12:20,46.4
Kjevik,SN39040,03.04.2022 12:50,46.4
Kjevik,SN39040,03.04.2022 13:20,48.2
Kjevik,SN39040,03.04.2022 13:50,50.0
Kjevik,SN39040,03.04.2022 14:20,50.0
Kjevik,SN39040,03.04.2022 14:50,50.0
Kjevik,SN39040,03.04.2022 15:20,48.2
Kjevik,SN39040,03.04.2022 15:50,46.4
Kjevik,SN39040,03.04.2022 16:20,46.4
Kjevik,SN39040,03.04.2022 16:50,46.4
Kjevik,SN39040,03.04.2022 17:20,44.6
Kjevik,SN39040,03.04.2022 17:50,44.6
Kjevik,SN39040,03.04.2022 18:20,42.8
Kjevik,SN39040,03.04.2022 18:50,42.8
Kjevik,SN39040,03.04.2022 19:20,44.6
Kjevik,SN39040,03.04.2022 19:50,42.8
Kjevik,SN39040,03.04.2022 20:20,42.8
Kjevik,SN39040,03.04.2022 20:50,42.8
Kjevik,SN39040,03.04.2022 21:20,42.8
Kjevik,SN39040,03.04.2022 21:50,42.8
Kjevik,SN39040,03.04.2022 22:20,42.8
Kjevik,SN39040,03.04.2022 22:50,42.8
Kjevik,SN39040,03.04.2022 23:20,41.0
Kjevik,SN39040,03.04.2022 23:50,41.0
Kjevik,SN39040,04.04.2022 00:20,41.0
Kjevik,SN39040,04.04.2022 00:50,41.0
Kjevik,SN39040,04.04.2022 01:50,39.2
Kjevik,SN39040,04.04.2022 02:20,39.2
Kjevik,SN39040,04.04.2022 02:50,39.2
Kjevik,SN39040,04.04.2022 03:20,39.2
Kjevik,SN39040,04.04.2022 03:50,39.2
Kjevik,SN39040,04.04.2022 04:20,39.2
Kjevik,SN39040,04.04.2022 04:50,39.2
Kjevik,SN39040,04.04.2022 05:20,39.2
Kjevik,SN39040,04.04.2022 05:50,41.0
Kjevik,SN39040,04.04.2022 06:20,41.0
Kjevik,SN39040,04.04.2022 06:50,41.0
Kjevik,SN39040,04.04.2022 07:20,41.0
Kjevik,SN39040,04.04.2022 07:50,42.8
Kjevik,SN39040,04.04.2022 08:20,42.8
Kjevik,SN39040,04.04.2022 08:50,42.8
Kjevik,SN39040,04.04.2022 09:20,44.6
Kjevik,SN39040,04.04.2022 09:50,44.6
Kjevik,SN39040,04.04.2022 10:20,46.4
Kjevik,SN39040,04.04.2022 10:50,46.4
Kjevik,SN39040,04.04.2022 11:20,46.4
Kjevik,SN39040,04.04.2022 11:50,44.6
Kjevik,SN39040,04.04.2022 12:20,48.2
Kjevik,SN39040,04.04.2022 12:50,50.0
Kjevik,SN39040,04.04.2022 13:20,51.8
Kjevik,SN39040,04.04.2022 13:50,51.8
Kjevik,SN39040,04.04.2022 14:20,53.6
Kjevik,SN39040,04.04.2022 14:50,51.8
Kjevik,SN39040,04.04.2022 15:20,51.8
Kjevik,SN39040,04.04.2022 15:50,50.0
Kjevik,SN39040,04.04.2022 16:20,51.8
Kjevik,SN39040,04.04.2022 16:50,48.2
Kjevik,SN39040,04.04.2022 17:20,48.2
Kjevik,SN39040,04.04.2022 17:50,48.2
Kjevik,SN39040,04.04.2022 18:20,46.4
Kjevik,SN39040,04.04.2022 18:50,44.6
Kjevik,SN39040,04.04.2022 19:20,44.6
Kjevik,SN39040,04.04.2022 19:50,42.8
Kjevik,SN39040,04.04.2022 20:20,41.0
Kjevik,SN39040,04.04.2022 20:50,41.0
Kjevik,SN39040,04.04.2022 21:20,41.0
Kjevik,SN39040,04.04.2022 21:50,39.2
Kjevik,SN39040,04.04.2022 22:20,39.2
Kjevik,SN39040,04.04.2022 22:50,39.2
Kjevik,SN39040,04.04.2022 23:20,37.4
Kjevik,SN39040,04.04.2022 23:50,37.4
Kjevik,SN39040,05.04.2022 00:20,35.6
Kjevik,SN39040,05.04.2022 00:50,35.6
Kjevik,SN39040,05.04.2022 01:20,35.6
Kjevik,SN39040,05.04.2022 01:50,32.0
Kjevik,SN39040,05.04.2022 02:20,32.0
Kjevik,SN39040,05.04.2022 02:50,33.8
Kjevik,SN39040,05.04.2022 03:20,33.8
Kjevik,SN39040,05.04.2022 03:50,33.8
Kjevik,SN39040,05.04.2022 04:20,33.8
Kjevik,SN39040,05.04.2022 04:50,33.8
Kjevik,SN39040,05.04.2022 05:20,33.8
Kjevik,SN39040,05.04.2022 05:50,32.0
Kjevik,SN39040,05.04.2022 06:20,32.0
Kjevik,SN39040,05.04.2022 06:50,33.8
Kjevik,SN39040,05.04.2022 07:20,35.6
Kjevik,SN39040,05.04.2022 07:50,37.4
Kjevik,SN39040,05.04.2022 08:20,39.2
Kjevik,SN39040,05.04.2022 08:50,41.0
Kjevik,SN39040,05.04.2022 09:20,41.0
Kjevik,SN39040,05.04.2022 09:50,42.8
Kjevik,SN39040,05.04.2022 10:20,42.8
Kjevik,SN39040,05.04.2022 10:50,42.8
Kjevik,SN39040,05.04.2022 11:20,44.6
Kjevik,SN39040,05.04.2022 11:50,44.6
Kjevik,SN39040,05.04.2022 12:20,44.6
Kjevik,SN39040,05.04.2022 12:50,46.4
Kjevik,SN39040,05.04.2022 13:20,48.2
Kjevik,SN39040,05.04.2022 13:50,46.4
Kjevik,SN39040,05.04.2022 14:20,44.6
Kjevik,SN39040,05.04.2022 14:50,48.2
Kjevik,SN39040,05.04.2022 15:20,46.4
Kjevik,SN39040,05.04.2022 15:50,44.6
Kjevik,SN39040,05.04.2022 16:20,46.4
Kjevik,SN39040,05.04.2022 16:50,46.4
Kjevik,SN39040,05.04.2022 17:20,46.4
Kjevik,SN39040,05.04.2022 17:50,44.6
Kjevik,SN39040,05.04.2022 18:20,44.6
Kjevik,SN39040,05.04.2022 18:50,42.8
Kjevik,SN39040,05.04.2022 19:20,41.0
Kjevik,SN39040,05.04.2022 19:50,41.0
Kjevik,SN39040,05.04.2022 20:20,39.2
Kjevik,SN39040,05.04.2022 20:50,39.2
Kjevik,SN39040,05.04.2022 21:20,37.4
Kjevik,SN39040,05.04.2022 21:50,33.8
Kjevik,SN39040,05.04.2022 22:20,33.8
Kjevik,SN39040,05.04.2022 22:50,33.8
Kjevik,SN39040,05.04.2022 23:20,30.2
Kjevik,SN39040,05.04.2022 23:50,26.6
Kjevik,SN39040,06.04.2022 00:20,26.6
Kjevik,SN39040,06.04.2022 00:50,26.6
Kjevik,SN39040,06.04.2022 01:20,26.6
Kjevik,SN39040,06.04.2022 01:50,26.6
Kjevik,SN39040,06.04.2022 02:20,26.6
Kjevik,SN39040,06.04.2022 02:50,28.4
Kjevik,SN39040,06.04.2022 03:20,28.4
Kjevik,SN39040,06.04.2022 03:50,28.4
Kjevik,SN39040,06.04.2022 04:20,28.4
Kjevik,SN39040,06.04.2022 04:50,30.2
Kjevik,SN39040,06.04.2022 05:20,28.4
Kjevik,SN39040,06.04.2022 05:50,30.2
Kjevik,SN39040,06.04.2022 06:20,30.2
Kjevik,SN39040,06.04.2022 06:50,32.0
Kjevik,SN39040,06.04.2022 07:20,32.0
Kjevik,SN39040,06.04.2022 07:50,32.0
Kjevik,SN39040,06.04.2022 08:20,30.2
Kjevik,SN39040,06.04.2022 08:50,28.4
Kjevik,SN39040,06.04.2022 09:20,30.2
Kjevik,SN39040,06.04.2022 09:50,30.2
Kjevik,SN39040,06.04.2022 10:20,30.2
Kjevik,SN39040,06.04.2022 10:50,30.2
Kjevik,SN39040,06.04.2022 11:20,32.0
Kjevik,SN39040,06.04.2022 11:50,32.0
Kjevik,SN39040,06.04.2022 12:20,32.0
Kjevik,SN39040,06.04.2022 12:50,33.8
Kjevik,SN39040,06.04.2022 13:20,33.8
Kjevik,SN39040,06.04.2022 13:50,33.8
Kjevik,SN39040,06.04.2022 14:20,33.8
Kjevik,SN39040,06.04.2022 14:50,33.8
Kjevik,SN39040,06.04.2022 15:20,33.8
Kjevik,SN39040,06.04.2022 15:50,33.8
Kjevik,SN39040,06.04.2022 16:20,35.6
Kjevik,SN39040,06.04.2022 16:50,33.8
Kjevik,SN39040,06.04.2022 17:20,33.8
Kjevik,SN39040,06.04.2022 17:50,33.8
Kjevik,SN39040,06.04.2022 18:20,33.8
Kjevik,SN39040,06.04.2022 18:50,33.8
Kjevik,SN39040,06.04.2022 19:20,33.8
Kjevik,SN39040,06.04.2022 19:50,33.8
Kjevik,SN39040,06.04.2022 20:20,33.8
Kjevik,SN39040,06.04.2022 20:50,33.8
Kjevik,SN39040,06.04.2022 21:20,33.8
Kjevik,SN39040,06.04.2022 21:50,33.8
Kjevik,SN39040,06.04.2022 22:20,33.8
Kjevik,SN39040,06.04.2022 22:50,33.8
Kjevik,SN39040,06.04.2022 23:50,33.8
Kjevik,SN39040,07.04.2022 01:20,33.8
Kjevik,SN39040,07.04.2022 01:50,33.8
Kjevik,SN39040,07.04.2022 02:50,33.8
Kjevik,SN39040,07.04.2022 04:20,33.8
Kjevik,SN39040,07.04.2022 04:50,33.8
Kjevik,SN39040,07.04.2022 05:20,33.8
Kjevik,SN39040,07.04.2022 05:50,32.0
Kjevik,SN39040,07.04.2022 06:20,33.8
Kjevik,SN39040,07.04.2022 06:50,32.0
Kjevik,SN39040,07.04.2022 07:20,32.0
Kjevik,SN39040,07.04.2022 07:50,33.8
Kjevik,SN39040,07.04.2022 08:20,33.8
Kjevik,SN39040,07.04.2022 08:50,33.8
Kjevik,SN39040,07.04.2022 09:20,33.8
Kjevik,SN39040,07.04.2022 09:50,33.8
Kjevik,SN39040,07.04.2022 10:20,33.8
Kjevik,SN39040,07.04.2022 10:50,33.8
Kjevik,SN39040,07.04.2022 11:20,33.8
Kjevik,SN39040,07.04.2022 11:50,35.6
Kjevik,SN39040,07.04.2022 12:20,35.6
Kjevik,SN39040,07.04.2022 12:50,37.4
Kjevik,SN39040,07.04.2022 13:20,37.4
Kjevik,SN39040,07.04.2022 13:50,37.4
Kjevik,SN39040,07.04.2022 14:20,37.4
Kjevik,SN39040,07.04.2022 14:50,39.2
Kjevik,SN39040,07.04.2022 15:20,39.2
Kjevik,SN39040,07.04.2022 15:50,39.2
Kjevik,SN39040,07.04.2022 16:20,39.2
Kjevik,SN39040,07.04.2022 16:50,39.2
Kjevik,SN39040,07.04.2022 17:20,39.2
Kjevik,SN39040,07.04.2022 17:50,41.0
Kjevik,SN39040,07.04.2022 18:20,39.2
Kjevik,SN39040,07.04.2022 18:50,39.2
Kjevik,SN39040,07.04.2022 19:20,39.2
Kjevik,SN39040,07.04.2022 19:50,39.2
Kjevik,SN39040,07.04.2022 20:20,39.2
Kjevik,SN39040,07.04.2022 20:50,39.2
Kjevik,SN39040,07.04.2022 21:20,37.4
Kjevik,SN39040,07.04.2022 21:50,39.2
Kjevik,SN39040,07.04.2022 22:20,37.4
Kjevik,SN39040,07.04.2022 22:50,37.4
Kjevik,SN39040,07.04.2022 23:20,37.4
Kjevik,SN39040,07.04.2022 23:50,37.4
Kjevik,SN39040,08.04.2022 00:20,33.8
Kjevik,SN39040,08.04.2022 01:20,35.6
Kjevik,SN39040,08.04.2022 01:50,35.6
Kjevik,SN39040,08.04.2022 02:50,33.8
Kjevik,SN39040,08.04.2022 03:20,32.0
Kjevik,SN39040,08.04.2022 03:50,32.0
Kjevik,SN39040,08.04.2022 04:20,32.0
Kjevik,SN39040,08.04.2022 04:50,32.0
Kjevik,SN39040,08.04.2022 05:20,32.0
Kjevik,SN39040,08.04.2022 05:50,32.0
Kjevik,SN39040,08.04.2022 06:20,32.0
Kjevik,SN39040,08.04.2022 06:50,32.0
Kjevik,SN39040,08.04.2022 07:20,32.0
Kjevik,SN39040,08.04.2022 07:50,32.0
Kjevik,SN39040,08.04.2022 08:20,33.8
Kjevik,SN39040,08.04.2022 08:50,33.8
Kjevik,SN39040,08.04.2022 09:20,35.6
Kjevik,SN39040,08.04.2022 09:50,37.4
Kjevik,SN39040,08.04.2022 10:20,39.2
Kjevik,SN39040,08.04.2022 10:50,41.0
Kjevik,SN39040,08.04.2022 11:20,41.0
Kjevik,SN39040,08.04.2022 11:50,41.0
Kjevik,SN39040,08.04.2022 12:20,44.6
Kjevik,SN39040,08.04.2022 12:50,41.0
Kjevik,SN39040,08.04.2022 13:20,42.8
Kjevik,SN39040,08.04.2022 13:50,44.6
Kjevik,SN39040,08.04.2022 14:20,44.6
Kjevik,SN39040,08.04.2022 14:50,44.6
Kjevik,SN39040,08.04.2022 15:20,42.8
Kjevik,SN39040,08.04.2022 15:50,44.6
Kjevik,SN39040,08.04.2022 16:20,44.6
Kjevik,SN39040,08.04.2022 16:50,42.8
Kjevik,SN39040,08.04.2022 17:20,42.8
Kjevik,SN39040,08.04.2022 17:50,42.8
Kjevik,SN39040,08.04.2022 18:20,42.8
Kjevik,SN39040,08.04.2022 18:50,41.0
Kjevik,SN39040,08.04.2022 19:20,41.0
Kjevik,SN39040,08.04.2022 19:50,39.2
Kjevik,SN39040,08.04.2022 20:20,37.4
Kjevik,SN39040,08.04.2022 20:50,33.8
Kjevik,SN39040,08.04.2022 21:20,33.8
Kjevik,SN39040,08.04.2022 21:50,33.8
Kjevik,SN39040,08.04.2022 22:20,33.8
Kjevik,SN39040,08.04.2022 22:50,35.6
Kjevik,SN39040,08.04.2022 23:20,37.4
Kjevik,SN39040,08.04.2022 23:50,37.4
Kjevik,SN39040,09.04.2022 00:20,35.6
Kjevik,SN39040,09.04.2022 00:50,35.6
Kjevik,SN39040,09.04.2022 01:20,35.6
Kjevik,SN39040,09.04.2022 01:50,35.6
Kjevik,SN39040,09.04.2022 02:20,35.6
Kjevik,SN39040,09.04.2022 02:50,37.4
Kjevik,SN39040,09.04.2022 03:20,35.6
Kjevik,SN39040,09.04.2022 03:50,35.6
Kjevik,SN39040,09.04.2022 04:20,37.4
Kjevik,SN39040,09.04.2022 04:50,37.4
Kjevik,SN39040,09.04.2022 05:20,37.4
Kjevik,SN39040,09.04.2022 05:50,37.4
Kjevik,SN39040,09.04.2022 06:20,37.4
Kjevik,SN39040,09.04.2022 06:50,37.4
Kjevik,SN39040,09.04.2022 07:20,39.2
Kjevik,SN39040,09.04.2022 07:50,39.2
Kjevik,SN39040,09.04.2022 08:20,41.0
Kjevik,SN39040,09.04.2022 08:50,41.0
Kjevik,SN39040,09.04.2022 09:20,42.8
Kjevik,SN39040,09.04.2022 09:50,42.8
Kjevik,SN39040,09.04.2022 10:20,44.6
Kjevik,SN39040,09.04.2022 10:50,44.6
Kjevik,SN39040,09.04.2022 11:20,44.6
Kjevik,SN39040,09.04.2022 11:50,44.6
Kjevik,SN39040,09.04.2022 12:20,46.4
Kjevik,SN39040,09.04.2022 12:50,46.4
Kjevik,SN39040,09.04.2022 13:20,46.4
Kjevik,SN39040,09.04.2022 13:50,48.2
Kjevik,SN39040,09.04.2022 14:20,48.2
Kjevik,SN39040,09.04.2022 14:50,48.2
Kjevik,SN39040,09.04.2022 15:20,48.2
Kjevik,SN39040,09.04.2022 15:50,48.2
Kjevik,SN39040,09.04.2022 16:20,48.2
